,CSCO.US
1163,-0.0089333571556236
1164,-0.22383382576775
1165,-0.1524390243902454
1166,0.107488355428166
1167,-0.0986281717923423
1168,0.179002953548736
1169,0.3567287969321248
1170,0.1246993854101724
1171,0.0267141585040081
1172,0.0622942066387891
1173,-0.2676898367092097
1174,0.1158645276292421
1175,-0.7321193917777237
1176,-0.1372257834088396
1177,-0.2232542366494993
1178,-0.0725867269984899
1179,0.1129943502824901
1180,0.0188288457917492
1181,-0.1697472651829428
1182,0.2539742263192512
1183,-0.0376399736520243
1184,-0.387303986397125
1185,0.1509149217128811
1186,-0.1511430190818029
1187,0.113228911115309
1188,0.0942684766214124
1189,-0.2078216512374824
1190,-0.0567107750472611
1191,-0.1799072057570284
1192,0.1984501984501925
1193,0.0472277321243141
1194,-0.3507109004739379
1195,0.0946969696969643
1196,0.0851546977008263
1197,-0.1231527093596016
1198,0.1135503406510262
1199,0.4521477015825073
1200,-0.0848464279653778
1201,0.4140261934938697
1202,0.084423807513726
1203,-0.0253335585205211
1204,0.0629564553996585
1205,0.080445231469768
1206,-0.1839959044437772
1207,0.0825525449480816
1208,-0.0422225975341979
1209,-0.1014370245139514
1210,0.1434962437747967
1211,-0.0084416680736156
